"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-12","0.0","23.7","16.0"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-13","3.8","24.2","13.4"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-14","0.3","20.6","12.3"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-15","8.1","20.1","10.9"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-16","0.2","21.4","10.5"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-17","7.7","18.9","10.4"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-18","23.0","13.7","8.2"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-19","16.4","11.7","7.5"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-20","6.5","15.8","8.2"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-21","27.4","16.1","7.8"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-22","7.2","16.4","8.9"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-23","0.0","19.0","8.8"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-24","9.5","14.6","7.4"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-25","0.4","14.9","6.7"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-26","0.0","16.6","5.5"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-27","16.4","19.1","5.6"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-28","19.8","14.4","8.8"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-29","11.0","13.4","9.6"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-11-30","0.0","14.5","5.1"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-01","0.0","10.0","3.5"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-02","4.2","10.4","5.8"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-03","13.2","7.3","4.4"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-04","0.0","12.1","2.1"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-05","0.0","12.5","5.5"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-06","0.0","18.3","10.1"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-07","0.0","16.6","9.9"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-08","5.7","13.3","8.3"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-09","2.8","13.0","9.0"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-10","0.0","9.4","2.4"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-11","0.0","10.3","2.1"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-12","8.3","16.3","4.9"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-13","5.3","17.3","11.6"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-14","8.0","20.2","9.7"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-15","4.6","15.7","9.2"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-16","0.4","12.7","5.0"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-17","0.0","15.8","3.9"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-18","0.0","17.7","7.6"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-19","0.0","17.1","13.0"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-20","3.8","19.6","10.8"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-21","0.0","20.4","8.6"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-22","0.0","21.1","10.3"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-23","0.0","21.0","13.0"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-24","0.0","19.7","10.0"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-25","0.0","21.2","15.4"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-26","0.0","17.9","12.0"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-27","0.0","16.3","8.2"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-28","0.0","19.0","7.0"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-29","7.0","17.8","11.4"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-30","0.0","20.9","13.3"
"SPE00120611","BILBAO AEROPUERTO, SP","2022-12-31","0.0","23.2","18.1"
